Date,StockCode,Description,Country,QuantitySold,Revenue,UnitPrice
2011-11-27,16014,SMALL CHINESE STYLE SCISSOR,United Kingdom,4,1.68,0.42
2011-11-30,16014,SMALL CHINESE STYLE SCISSOR,Norway,60,25.2,0.42
2011-11-30,16014,SMALL CHINESE STYLE SCISSOR,United Kingdom,1,0.42,0.42
2011-12-01,16014,SMALL CHINESE STYLE SCISSOR,United Kingdom,10,4.2,0.42
2011-12-09,16014,SMALL CHINESE STYLE SCISSOR,Norway,60,25.2,0.42
2010-12-01,17003,BROCADE RING PURSE ,United Kingdom,39,8.85,0.32
2010-12-02,17003,BROCADE RING PURSE ,United Kingdom,36,7.56,0.21
2010-12-05,17003,BROCADE RING PURSE ,United Kingdom,723,115.83,0.185
2010-12-06,17003,BROCADE RING PURSE ,United Kingdom,185,39.95,0.34199999999999997
2010-12-07,17003,BROCADE RING PURSE ,United Kingdom,3,1.29,0.43
2010-12-09,17003,BROCADE RING PURSE ,Germany,36,7.56,0.21
2010-12-09,17003,BROCADE RING PURSE ,United Kingdom,3,1.29,0.43
2010-12-10,17003,BROCADE RING PURSE ,United Kingdom,36,7.56,0.21
2010-12-13,17003,BROCADE RING PURSE ,United Kingdom,17,7.31,0.43
2010-12-15,17003,BROCADE RING PURSE ,United Kingdom,36,7.56,0.21
2010-12-16,17003,BROCADE RING PURSE ,United Kingdom,36,7.56,0.21
2010-12-17,17003,BROCADE RING PURSE ,United Kingdom,1,0.43,0.43
2011-01-05,17003,BROCADE RING PURSE ,United Kingdom,828,137.88,0.185
2011-01-09,17003,BROCADE RING PURSE ,United Kingdom,36,7.56,0.21
2011-01-10,17003,BROCADE RING PURSE ,United Kingdom,2,0.86,0.43
2011-01-12,17003,BROCADE RING PURSE ,United Kingdom,6,1.26,0.21
2011-01-17,17003,BROCADE RING PURSE ,United Kingdom,3,1.26,0.42
2011-01-18,17003,BROCADE RING PURSE ,United Kingdom,720,115.2,0.16
2011-01-19,17003,BROCADE RING PURSE ,United Kingdom,36,7.56,0.21
2011-01-20,17003,BROCADE RING PURSE ,United Kingdom,72,15.12,0.21
2011-01-26,17003,BROCADE RING PURSE ,United Kingdom,1440,230.4,0.16
2011-01-31,17003,BROCADE RING PURSE ,United Kingdom,38,8.4,0.315
2011-02-01,17003,BROCADE RING PURSE ,United Kingdom,36,7.56,0.21
2011-02-02,17003,BROCADE RING PURSE ,Austria,36,7.56,0.21
2011-02-02,17003,BROCADE RING PURSE ,United Kingdom,36,7.56,0.21
2011-02-14,17003,BROCADE RING PURSE ,Germany,36,10.44,0.29
2011-02-15,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-02-17,17003,BROCADE RING PURSE ,United Kingdom,38,11.36,0.4033333333333333
2011-02-18,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-02-20,17003,BROCADE RING PURSE ,United Kingdom,144,41.76,0.29
2011-03-01,17003,BROCADE RING PURSE ,United Kingdom,108,31.319999999999997,0.29
2011-03-02,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-03-09,17003,BROCADE RING PURSE ,United Kingdom,144,41.76,0.29
2011-03-13,17003,BROCADE RING PURSE ,United Kingdom,108,31.32,0.29
2011-03-15,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-03-16,17003,BROCADE RING PURSE ,United Kingdom,720,180.0,0.25
2011-03-17,17003,BROCADE RING PURSE ,United Kingdom,720,180.0,0.25
2011-03-18,17003,BROCADE RING PURSE ,United Kingdom,720,180.0,0.25
2011-03-21,17003,BROCADE RING PURSE ,United Kingdom,12,3.48,0.29
2011-03-23,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-03-29,17003,BROCADE RING PURSE ,United Kingdom,756,190.44,0.27
2011-04-03,17003,BROCADE RING PURSE ,United Kingdom,13,3.7699999999999996,0.29
2011-04-05,17003,BROCADE RING PURSE ,United Kingdom,110,32.58,0.45999999999999996
2011-04-06,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-04-11,17003,BROCADE RING PURSE ,United Kingdom,1,0.29,0.29
2011-04-14,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-04-15,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-04-19,17003,BROCADE RING PURSE ,United Kingdom,7,4.41,0.63
2011-04-21,17003,BROCADE RING PURSE ,United Kingdom,4,2.52,0.63
2011-04-26,17003,BROCADE RING PURSE ,United Kingdom,15,4.6899999999999995,0.45999999999999996
2011-04-27,17003,BROCADE RING PURSE ,United Kingdom,108,31.319999999999997,0.29
2011-04-28,17003,BROCADE RING PURSE ,United Kingdom,144,36.0,0.25
2011-05-03,17003,BROCADE RING PURSE ,United Kingdom,6,1.7399999999999998,0.29
2011-05-04,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-05-06,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-05-09,17003,BROCADE RING PURSE ,United Kingdom,24,6.959999999999999,0.29
2011-05-12,17003,BROCADE RING PURSE ,United Kingdom,144,41.76,0.29
2011-05-13,17003,BROCADE RING PURSE ,United Kingdom,342,99.17999999999999,0.29
2011-05-16,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-05-18,17003,BROCADE RING PURSE ,United Kingdom,756,190.44,0.27
2011-05-23,17003,BROCADE RING PURSE ,United Kingdom,720,180.0,0.25
2011-05-24,17003,BROCADE RING PURSE ,United Kingdom,1,0.29,0.29
2011-05-25,17003,BROCADE RING PURSE ,United Kingdom,72,20.88,0.29
2011-05-31,17003,BROCADE RING PURSE ,Switzerland,36,10.44,0.29
2011-06-01,17003,BROCADE RING PURSE ,United Kingdom,324,93.96,0.29
2011-06-07,17003,BROCADE RING PURSE ,United Kingdom,85,24.65,0.29
2011-06-08,17003,BROCADE RING PURSE ,United Kingdom,756,190.44,0.27
2011-06-09,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-06-12,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-06-15,17003,BROCADE RING PURSE ,United Kingdom,720,151.2,0.21
2011-06-19,17003,BROCADE RING PURSE ,United Kingdom,117,33.93,0.29
2011-06-21,17003,BROCADE RING PURSE ,United Kingdom,144,41.76,0.29
2011-06-22,17003,BROCADE RING PURSE ,United Kingdom,720,180.0,0.25
2011-06-27,17003,BROCADE RING PURSE ,United Kingdom,14,4.06,0.29
2011-06-29,17003,BROCADE RING PURSE ,United Kingdom,38,11.7,0.45999999999999996
2011-07-01,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-07-04,17003,BROCADE RING PURSE ,United Kingdom,180,52.199999999999996,0.29
2011-07-06,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-07-07,17003,BROCADE RING PURSE ,United Kingdom,30,8.7,0.29
2011-07-10,17003,BROCADE RING PURSE ,United Kingdom,72,20.88,0.29
2011-07-12,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-07-14,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-07-15,17003,BROCADE RING PURSE ,United Kingdom,216,62.63999999999999,0.29
2011-07-17,17003,BROCADE RING PURSE ,United Kingdom,724,181.16,0.27
2011-07-19,17003,BROCADE RING PURSE ,United Kingdom,144,41.76,0.29
2011-07-20,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-07-21,17003,BROCADE RING PURSE ,United Kingdom,1,0.29,0.29
2011-07-24,17003,BROCADE RING PURSE ,United Kingdom,108,31.32,0.29
2011-07-26,17003,BROCADE RING PURSE ,United Kingdom,149,44.91,0.45999999999999996
2011-08-01,17003,BROCADE RING PURSE ,United Kingdom,72,20.88,0.29
2011-08-02,17003,BROCADE RING PURSE ,United Kingdom,1,0.63,0.63
2011-08-03,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-08-05,17003,BROCADE RING PURSE ,United Kingdom,1,0.63,0.63
2011-08-07,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-08-10,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-08-11,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-08-12,17003,BROCADE RING PURSE ,United Kingdom,72,20.88,0.29
2011-08-16,17003,BROCADE RING PURSE ,United Kingdom,42,12.18,0.29
2011-08-18,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-08-23,17003,BROCADE RING PURSE ,United Kingdom,108,31.319999999999997,0.29
2011-08-24,17003,BROCADE RING PURSE ,United Kingdom,760,191.6,0.27999999999999997
2011-08-25,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-08-28,17003,BROCADE RING PURSE ,United Kingdom,36,10.44,0.29
2011-08-30,17003,BROCADE RING PURSE ,United Kingdom,2,1.26,0.63
2011-08-31,17003,BROCADE RING PURSE ,United Kingdom,180,52.199999999999996,0.29
2011-09-01,17003,BROCADE RING PURSE ,United Kingdom,108,27.0,0.25
2011-09-02,17003,BROCADE RING PURSE ,United Kingdom,1,0.83,0.83
2011-09-07,17003,BROCADE RING PURSE ,United Kingdom,72,28.080000000000002,0.39
2011-09-08,17003,BROCADE RING PURSE ,United Kingdom,108,42.120000000000005,0.39
2011-09-14,17003,BROCADE RING PURSE ,United Kingdom,1,0.83,0.83
2011-09-15,17003,BROCADE RING PURSE ,United Kingdom,72,28.080000000000002,0.39
2011-09-16,17003,BROCADE RING PURSE ,United Kingdom,36,14.040000000000001,0.39
2011-09-19,17003,BROCADE RING PURSE ,United Kingdom,720,230.4,0.32
2011-09-22,17003,BROCADE RING PURSE ,United Kingdom,108,42.120000000000005,0.39
2011-09-25,17003,BROCADE RING PURSE ,United Kingdom,29,11.31,0.39
2011-09-26,17003,BROCADE RING PURSE ,Germany,36,14.040000000000001,0.39
2011-09-26,17003,BROCADE RING PURSE ,United Kingdom,72,28.080000000000002,0.39
2011-09-28,17003,BROCADE RING PURSE ,United Kingdom,760,132.56,0.45999999999999996
2011-09-29,17003,BROCADE RING PURSE ,United Kingdom,36,14.040000000000001,0.39
2011-10-02,17003,BROCADE RING PURSE ,United Kingdom,27,10.530000000000001,0.39
2011-10-03,17003,BROCADE RING PURSE ,United Kingdom,36,14.040000000000001,0.39
2011-10-05,17003,BROCADE RING PURSE ,United Kingdom,36,14.040000000000001,0.39
2011-10-07,17003,BROCADE RING PURSE ,United Kingdom,252,98.28000000000002,0.39
2011-10-09,17003,BROCADE RING PURSE ,United Kingdom,52,20.28,0.38999999999999996
2011-10-10,17003,BROCADE RING PURSE ,United Kingdom,36,14.040000000000001,0.39
2011-10-14,17003,BROCADE RING PURSE ,United Kingdom,36,14.040000000000001,0.39
2011-10-18,17003,BROCADE RING PURSE ,United Kingdom,108,37.08,0.355
2011-10-20,17003,BROCADE RING PURSE ,United Kingdom,36,14.040000000000001,0.39
2011-10-23,17003,BROCADE RING PURSE ,United Kingdom,60,23.4,0.39
2011-10-25,17003,BROCADE RING PURSE ,United Kingdom,54,21.060000000000002,0.39
2011-10-27,17003,BROCADE RING PURSE ,United Kingdom,1476,424.44,0.32
2011-10-30,17003,BROCADE RING PURSE ,United Kingdom,154,60.06,0.39
2011-10-31,17003,BROCADE RING PURSE ,United Kingdom,37,14.870000000000001,0.61
2011-11-04,17003,BROCADE RING PURSE ,United Kingdom,27,10.530000000000001,0.39
2011-11-06,17003,BROCADE RING PURSE ,United Kingdom,36,14.040000000000001,0.39
2011-11-09,17003,BROCADE RING PURSE ,United Kingdom,9,3.5100000000000002,0.39
2011-11-10,17003,BROCADE RING PURSE ,United Kingdom,36,14.040000000000001,0.39
2011-11-13,17003,BROCADE RING PURSE ,United Kingdom,64,24.96,0.38999999999999996
2011-11-14,17003,BROCADE RING PURSE ,United Kingdom,190,78.10000000000001,0.5033333333333333
2011-11-16,17003,BROCADE RING PURSE ,United Kingdom,87,33.93,0.38999999999999996
2011-11-18,17003,BROCADE RING PURSE ,United Kingdom,2,0.78,0.39
2011-11-20,17003,BROCADE RING PURSE ,United Kingdom,36,14.040000000000001,0.39
2011-11-21,17003,BROCADE RING PURSE ,United Kingdom,108,42.120000000000005,0.38999999999999996
2011-11-22,17003,BROCADE RING PURSE ,United Kingdom,130,52.900000000000006,0.5
2011-11-23,17003,BROCADE RING PURSE ,United Kingdom,4,2.52,0.63
2011-11-24,17003,BROCADE RING PURSE ,United Kingdom,51,19.89,0.38999999999999996
2011-11-25,17003,BROCADE RING PURSE ,United Kingdom,37,14.430000000000001,0.39
2011-11-27,17003,BROCADE RING PURSE ,United Kingdom,144,56.160000000000004,0.39
2011-11-29,17003,BROCADE RING PURSE ,United Kingdom,38,15.700000000000001,0.61
2011-11-30,17003,BROCADE RING PURSE ,United Kingdom,72,28.080000000000002,0.39
2011-12-01,17003,BROCADE RING PURSE ,United Kingdom,14,5.9,0.61
2011-12-02,17003,BROCADE RING PURSE ,United Kingdom,1,0.83,0.83
2011-12-04,17003,BROCADE RING PURSE ,United Kingdom,5,1.9500000000000002,0.39
2011-12-05,17003,BROCADE RING PURSE ,United Kingdom,17,6.87,0.47000000000000003
2011-12-06,17003,BROCADE RING PURSE ,United Kingdom,114,44.46,0.38999999999999996
2011-12-07,17003,BROCADE RING PURSE ,United Kingdom,70,27.3,0.39
2011-12-08,17003,BROCADE RING PURSE ,Germany,72,28.080000000000002,0.39
2011-12-08,17003,BROCADE RING PURSE ,United Kingdom,4,3.32,0.83
2010-12-01,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,344,38.0,0.24
2010-12-02,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,34,4.08,0.12
2010-12-03,20668,DISCO BALL CHRISTMAS DECORATION,EIRE,48,5.76,0.12
2010-12-03,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,33,6.75,0.275
2010-12-05,20668,DISCO BALL CHRISTMAS DECORATION,Germany,24,2.88,0.12
2010-12-06,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,48,5.76,0.12
2010-12-08,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,241,29.23,0.2233333333333333
2010-12-09,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,25,3.31,0.275
2010-12-10,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,288,28.8,0.1
2010-12-13,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,6,2.58,0.43
2010-12-14,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,120,14.399999999999999,0.12
2010-12-15,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,600,60.480000000000004,0.11
2010-12-19,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,48,5.76,0.12
2010-12-20,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,24,2.88,0.12
2011-01-04,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,24,2.88,0.12
2011-01-12,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,25,3.31,0.275
2011-01-16,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,24,2.88,0.12
2011-01-21,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,5,2.1,0.42
2011-02-07,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,4,1.68,0.42
2011-02-14,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,24,2.88,0.12
2011-02-15,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,1,0.42,0.42
2011-02-22,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,24,2.88,0.12
2011-03-11,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,144,17.279999999999998,0.12
2011-03-15,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,4,1.68,0.42
2011-03-18,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,24,2.88,0.12
2011-03-22,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,36,15.12,0.42
2011-03-25,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,3,1.26,0.42
2011-03-31,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,24,2.88,0.12
2011-04-04,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,6,2.52,0.42
2011-04-15,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,1,0.12,0.12
2011-04-27,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,48,5.76,0.12
2011-05-06,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,24,2.88,0.12
2011-05-10,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,4,1.68,0.42
2011-05-12,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,8,0.96,0.12
2011-05-13,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,24,2.88,0.12
2011-05-20,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,24,2.88,0.12
2011-05-23,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,48,5.76,0.12
2011-06-03,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,144,17.28,0.12
2011-06-05,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,24,2.88,0.12
2011-06-07,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,102,12.24,0.12
2011-06-08,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,25,10.5,0.42
2011-06-09,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,48,5.76,0.12
2011-06-21,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,48,5.76,0.12
2011-06-27,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,28,4.56,0.27
2011-06-30,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,48,5.76,0.12
2011-07-04,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,24,2.88,0.12
2011-07-08,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,2,0.84,0.42
2011-07-10,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,72,8.64,0.12
2011-07-18,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,48,5.76,0.12
2011-07-20,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,30,3.5999999999999996,0.12
2011-07-25,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,78,18.36,0.27
2011-07-27,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,24,2.88,0.12
2011-07-29,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,48,5.76,0.12
2011-08-02,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,576,57.6,0.1
2011-08-04,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,96,11.52,0.12
2011-08-05,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,74,9.48,0.21999999999999997
2011-08-11,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,12,5.04,0.42
2011-08-17,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,48,5.76,0.12
2011-08-21,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,96,11.52,0.12
2011-08-23,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,120,14.399999999999999,0.12
2011-08-28,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,144,17.28,0.12
2011-09-07,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,1,0.12,0.12
2011-09-11,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,96,11.52,0.12
2011-09-13,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,24,2.88,0.12
2011-09-15,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,24,2.88,0.12
2011-09-18,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,48,5.76,0.12
2011-09-20,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,24,2.88,0.12
2011-09-23,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,6,2.52,0.42
2011-09-26,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,48,5.76,0.12
2011-09-27,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,24,2.88,0.12
2011-09-28,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,1,0.42,0.42
2011-09-29,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,24,2.88,0.12
2011-10-02,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,48,5.76,0.12
2011-10-04,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,7,1.14,0.27
2011-10-06,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,24,2.88,0.12
2011-10-09,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,24,2.88,0.12
2011-10-10,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,204,24.48,0.12
2011-10-12,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,96,11.52,0.12
2011-10-14,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,48,5.76,0.12
2011-10-17,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,624,63.36,0.11
2011-10-18,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,156,16.8,0.11333333333333333
2011-10-19,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,168,20.16,0.12
2011-10-20,20668,DISCO BALL CHRISTMAS DECORATION,EIRE,24,2.88,0.12
2011-10-20,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,323,38.76,0.12
2011-10-23,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,42,5.04,0.12
2011-10-24,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,12,1.44,0.12
2011-10-25,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,48,5.76,0.12
2011-10-26,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,312,31.68,0.11
2011-10-28,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,6,0.72,0.12
2011-10-30,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,96,11.52,0.12
2011-10-31,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,103,14.46,0.21999999999999997
2011-11-01,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,96,11.52,0.12
2011-11-02,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,48,5.76,0.12
2011-11-03,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,51,6.12,0.12
2011-11-04,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,29,3.48,0.12
2011-11-06,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,1,0.12,0.12
2011-11-07,20668,DISCO BALL CHRISTMAS DECORATION,Belgium,24,2.88,0.12
2011-11-07,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,576,57.6,0.1
2011-11-08,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,120,14.4,0.12
2011-11-09,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,600,60.480000000000004,0.10666666666666667
2011-11-10,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,48,5.76,0.12
2011-11-13,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,54,6.4799999999999995,0.12
2011-11-14,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,96,11.52,0.12
2011-11-15,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,144,17.28,0.12
2011-11-16,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,24,2.88,0.12
2011-11-17,20668,DISCO BALL CHRISTMAS DECORATION,EIRE,24,2.88,0.12
2011-11-17,20668,DISCO BALL CHRISTMAS DECORATION,France,72,8.64,0.12
2011-11-17,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,120,14.399999999999999,0.12
2011-11-18,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,142,17.04,0.12
2011-11-20,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,96,11.52,0.12
2011-11-21,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,124,16.08,0.195
2011-11-22,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,168,20.16,0.12
2011-11-23,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,341,35.16,0.11333333333333333
2011-11-24,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,96,11.52,0.12
2011-11-25,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,120,14.4,0.12
2011-11-27,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,173,20.759999999999998,0.12
2011-11-28,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,24,2.88,0.12
2011-11-29,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,48,5.76,0.12
2011-11-30,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,942,97.56,0.176
2011-12-01,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,471,55.26,0.176
2011-12-02,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,3,1.26,0.42
2011-12-04,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,168,20.16,0.12
2011-12-05,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,12,3.24,0.27
2011-12-06,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,89,15.780000000000001,0.27
2011-12-07,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,624,63.36,0.11333333333333333
2011-12-08,20668,DISCO BALL CHRISTMAS DECORATION,United Kingdom,106,15.719999999999999,0.21999999999999997
